"Pop","Species","SPAD","L_Aarea","L_Amass","L_Con","L_Ci","L_iWUE","L_NightRespArea","L_NightRespmass","LA","L_Peri","L_Circ","LS","LMA","L_FreshMass","L_DryMass","LWC","LDMC","L_MidribT","L_LaminaT","L_Tough","L_life","LN","LD15C","LPNUE","LC","LD13C","LCN","LP","Leaf_N_P","L_VeinD","L_T_activity","LTD","L_LipidC","L_AshC","WPTB","WPBMF","WPSMF","WPLMF","WPRMF","WPFB","WPFF","FPFM","FDFM","FRFM","FTFM","FPDM","FDDM","FRDM","FTDM","FPWC","FDWC","FRWC","FTWC","P_D","P_T","D_T","R_T","FRL","FRW","FDD","FDC","FTD","FTC","FTA","FDA","FPA","FRN","FPD","FAIR","FPAF","FDAF"
"VOL","H_floridanus",45.8,29.7489911317703,553.969715756822,0.964342623336811,327.850484177627,30.848985009947,-1.08212971330557,-26.1323302825908,47.373,49.877,0.239,0.904,53.7014755240327,1.946,0.2544,6.64937106918239,0.130729701952724,1.52,0.6,129.446129719876,241,3.9,-0.34,14204.3516860724,39.09,-29.38,10.0230769230769,0.2986,13.0609511051574,7.192410494,0.828741008834471,37,3.45039492812755,24.2661448140904,237.8238,0.329229034268227,0.518841259789811,0.137880649455605,0.0140490564863567,246,302,0.38105,0.5717,0.1962,1.14895,0.05935,0.1315,0.0387,0.22955,5.42038753159225,3.34752851711027,4.06976744186047,4.00522761925506,0.451330798479087,0.25854933565672,0.572859943367458,0.168590720975822,2.85,0.9,1.5,4.71238898038469,7.2,22.6194671058465,40.7150407905237,1.76714586764426,38.9478949228795,19.5,4.13802852038928,22.04,0.956597222222222,0.0434027777777778
"VOL","H_floridanus",35.1,25.266045570122,803.44137626671,0.884275393400328,330.5748181359,28.5725982637217,-0.96100385668144,-24.8562874599431,34.057,34.502,0.36,0.927,31.4472795607364,1.0788,0.1071,9.07282913165266,0.0992769744160178,1.37,0.37,110.347520416944,215,4.52,-1.4,17775.2516873166,38.79,-31.09,8.58185840707965,0.2938,15.3846153846154,6.829648114,0.608016586515664,83,3.80965981302635,18.7380497131937,268.2804,0.140207782603574,0.607535995920686,0.228494888184154,0.023761333291586,260,341,0.310849059176245,0.521568742064506,0.21184429907184,1.04426210031259,0.0469582395329586,0.112409043746835,0.0383833240402814,0.197801394841725,5.70247076766165,3.65380135985191,4.53216056450445,4.29605301210955,0.437101519077495,0.241852711115834,0.569482218268422,0.188665068475209,2.8627968455876,0.867260196875403,1.4009524462755,4.40122191324775,7.1265461374507,22.3887049908838,41.0694308532511,1.60360707640844,39.4658237768427,14.1918290478049,3.28089698133036,27.0987626022289,0.958425603020781,0.0415743948513376
"ANS","H_heterophyllus",44.6,31.4701914923916,580.393996442,1.19488307674264,335.064929244759,26.3374652339894,-2.04429609210972,-37.7022548177751,42.455,67.696,0.116,0.873,54.2221175362148,3.274,0.2302,13.2224152910513,0.0703115455100794,1.72,0.62,146.422671322483,92.5,3.84,-1.05,15114.4269906771,37.27,-31.21,9.70572916666667,0.3545,10.8321579689704,6.63958796033886,0.320643948241386,22,1.40562249,20.1960784313724,27.9682,0.0123139851688704,0.714025214350584,0.226957759169342,0.0467030413112034,239,279,0.268133333,0.514433333,0.170033333,0.952599999,0.0315,0.0917,0.022633333,0.145833333,7.5121693015873,4.60996001090513,6.51251850533901,5.53211429378769,0.343511450381679,0.216000000493714,0.628800001437257,0.155199998069029,2.066666667,0.6,1.3,4.08407044966673,5.433333334,17.0693200865989,23.1858264538084,1.32732289614169,21.8585035576668,18.66666667,4.57060349473728,16.4681130877843,0.942752832262157,0.0572471677378429
"ANS","H_heterophyllus",31.8,8.95208373727933,207.530470286267,1.31179886271256,374.984017882168,6.82428075807909,-1.76574229643168,-40.9340819341116,23.136,38.843,0.193,0.9,43.1362378976487,1.4684,0.0998,13.7134268537074,0.0679651321165895,1.58,1.03,210.084702332259,153,3.85,1.82,5390.40182561733,38.65,-31.16,10.038961038961,0.2621,14.6890499809233,6.32265584309538,0.986140839019699,32,1.270417423,19.084855893746,21.0783,0.138127837633965,0.380187206748172,0.464458708719394,0.017226246898469,233,275,0.25875,0.4962,0.2339,0.98885,0.0305,0.0839,0.02515,0.13955,7.48360655737705,4.91418355184744,8.30019880715706,6.08599068434253,0.363528009535161,0.218559656037263,0.601218201361519,0.180222142601218,2.25,0.65,1.15,3.61283155162826,5.65,17.7499984927823,25.071872871055,1.03868907109313,24.0331837999619,18.5,5.12063729947837,23.1379962192817,0.958571540449526,0.0414284595504738
"ANS","H_heterophyllus",24.9,17.1625550090743,444.369288089428,0.445684513916014,319.003493725071,38.5083045813624,-1.88480471419408,-48.8009698201221,6.939,13.885,0.452,0.974,38.6222798674161,0.3616,0.0268,12.4925373134328,0.0741150442477876,0.76,0.42,154.910942123787,81,2.85,-1.29,15591.9048452431,39.67,-26.82,13.919298245614,0.356739415787491,12.204119854782,6.86891416694984,6.62059412681308,26,8.139534884,18.6153497285533,2.2846,0.126061454959293,0.242449444104001,0.577168869824039,0.0543202311126674,262,335,0.324478967503578,0.686339953293238,0.303958239817413,1.31477716061423,0.0469354258652578,0.137242351370258,0.0482669236467519,0.233949912295208,6.34841281890558,4.10664458450019,5.61416246714099,4.83772534982192,0.36373239254492,0.206835940613719,0.589514471577388,0.203649585176956,2.95409878694565,0.757999291511668,1.49851030864189,4.70770897695793,7.40670788253318,23.2688590710519,44.9725346013197,1.90119671985467,43.071337881465,15.4132657371991,3.38481286311725,26.8441272633551,0.955894175785454,0.0441058216441113
"ANS","H_heterophyllus",53.3,34.5981541874566,604.939552916622,1.34507048213246,336.336386808531,25.7221867902454,-1.47612452259559,-25.8096459108786,32.644,71.091,0.081,0.445,57.1927459870114,2.5263,0.1867,12.5313336904124,0.073902545224241,2.01,0.55,133.690265120528,187,3.89,0.99,15551.1453191934,39.74,-31.09,10.2159383033419,0.3957,9.8306798079353,6.47145148634922,0.936890226436887,28,1.890359168,16.2698412698404,62.1928,0.0721417913327588,0.524337222315123,0.318686407429799,0.084834578922319,236,269,0.33255,0.72485,0.33745,1.39485,0.03435,0.11955,0.0353,0.1892,8.68122270742358,5.06315349226265,8.55949008498584,6.37235729386892,0.28732747804266,0.181553911205074,0.631871035940803,0.186575052854123,2.25,0.8,1.6,5.02654824574367,6.1,19.1637151868977,29.224665660019,2.01061929829747,27.2140463617216,17.5,3.48151438013521,13.53515625,0.931201289975813,0.0687987100241871
"ANS","H_heterophyllus",36.7,23.2337534529669,487.814822161179,1.3527797758223,351.138158419385,17.1748231812853,-1.41933163986346,-25.5160970328994,31.137,56.885,0.121,0.843,47.6282236567428,2.4961,0.1483,15.8314227916386,0.0594126837867073,1.65,0.68,137.93440052118,68,3.54,-2.35,13780.0797220672,37.44,-31.67,10.5762711864407,0.5559,6.36805180787912,6.25036684487305,0.393864697997056,45,2.678571429,18.4357541899458,13.7291,0.362696753610943,0.208404046878528,0.428899199510529,0,233,279,0.2876,0.760433333,0.3043,1.352333333,0.032766667,0.121966667,0.038066667,0.192800001,7.77721252515552,5.23476357683858,6.99387033280324,6.01417700200116,0.268652639331367,0.16995159144216,0.632607190702245,0.197441217855595,2.966666667,0.4,1.566666667,4.92182849167121,7.500000001,23.561944905065,44.1786467028874,1.92771615964804,42.2509305432394,19.33333333,3.92807944501036,21.9176097745394,0.956365432091833,0.0436345679081666
"ANS","H_heterophyllus",34.8,24.9811874670793,598.880309393154,0.777443383608836,324.809167410773,32.1324844918203,-1.47869248076324,-26.5838291705512,39.436,62.649,0.126,0.868,41.7131554924435,2.6177,0.1645,14.9130699088146,0.0628414256790312,1.69,0.58,154.910942123787,84,3.31,-0.7,18093.0607067418,49.43,-30.77,14.9335347432024,0.5636,5.87295954577715,6.16935490945827,0.367658453010384,15,2.263374486,19.9178644763851,32.2083,0.238882524069883,0.25614515513082,0.481552891645942,0.0234194291533549,233,272,0.344952483907129,0.659402187326465,0.293967069377007,1.2983217406106,0.0442182706141418,0.120835937918398,0.0400514295560995,0.206354050702803,6.97537754638009,4.4817624037304,6.25670623744325,5.35946318788996,0.382233151320637,0.217656434742132,0.589165127515388,0.193178435899583,3.06480909828218,0.683404475689338,1.47958196129264,4.64824381998095,7.60920015785699,23.9050073156178,47.7973096757737,1.79876199654066,45.9985476792331,16.532259119404,3.6523635367823,27.9360637883854,0.958677195799794,0.0413228024162159
"RAM","H_heterophyllus",33.1,21.8895458813633,318.585197887793,0.734434963116955,330.959782052319,29.8046075971978,-1.87185288894868,-27.2433528897591,28.992,62.25,0.094,0.546,68.7086092715232,1.8925,0.1992,8.50050200803213,0.105257595772787,1.67,0.6,193.108160729652,172,1.62,-1.83,19665.7529560366,36.3,-31.02,22.4074074074074,0.1253,12.9289704708699,7.25787217284833,0.908913240179846,6,1.587301587,25.1046025104609,14.2513,0.332776658971462,0.177022447075004,0.4820612856371,0.00813960831643429,241,282,0.3855,0.3655,0.1078,0.8588,0.043,0.0669,0.0171,0.127,7.96511627906977,4.46337817638266,5.30409356725146,5.76220472440945,0.642750373692078,0.338582677165354,0.526771653543307,0.134645669291339,4.1,0.7,1.2,3.76991118430775,9.4,29.5309709437441,69.3977817177985,1.13097335529233,68.2668083625062,13,3.4483571003244,60.3611111111111,0.983703033046627,0.0162969669533726
"RAM","H_heterophyllus",25.7,22.4578743338007,380.365986267471,1.12345293200831,348.927386584426,19.9900447041021,-0.920456252695494,-15.5896433103484,23.339,70.204,0.06,0.524,59.0428038904837,1.7283,0.1378,11.5420899854862,0.0797315280911879,1.78,0.25,125.201994319225,194,2.68,1.59,14192.760681622,39.68,-31.5,14.8059701492537,0.1719,15.5904595695172,6.60487036108395,0.696042534072251,54,1.030927835,20.3883495145622,102.344,0.207242241851012,0.457536348002814,0.306933479246463,0.0282879308997108,239,275,0.90505,0.7847,0.35555,2.0453,0.1039,0.15255,0.0504,0.30685,7.71077959576516,4.14388725008194,6.05456349206349,5.66547172885775,0.681088167813832,0.338601922763565,0.497148443865081,0.164249633371354,5.2,0.9,1.45,4.5553093477052,11.85,37.227872945039,110.287573599678,1.65129963854314,108.636273961135,20.5,4.50024321846049,65.7883472057075,0.985027328241557,0.0149726717584433
"RAM","H_heterophyllus",44.2,33.0348616280725,666.967251212967,1.31674843610251,331.888924977049,25.0882102627389,-1.35936376972056,-25.7127580082262,69.675,79.55,0.138,0.786,49.529960531037,4.25,0.3451,11.3152709359606,0.0812,1.53,0.52,163.39921292509,108,3.54,1.3,18840.8828026262,39.75,-30.61,11.228813559322,0.2336,15.1541095890411,6.62039770087553,0.302713000542281,36,0.950570342,16.6972477064206,68.3911,0.0746895429376045,0.628590562222277,0.245938433509623,0.0507814613304947,233,272,0.57735,1.0333,0.21775,1.8284,0.06625,0.194,0.0309,0.29115,7.71471698113208,4.32628865979382,6.04692556634304,5.27992443757513,0.341494845360825,0.227545938519663,0.66632320109909,0.106130860381247,3.5,0.9,1.95,6.1261056745001,8.95,28.1172542496286,62.9123563835441,2.9864765163188,59.9258798672253,19,3.1014809423036,20.0657462195924,0.952529571486533,0.0474704285134671
"RAM","H_heterophyllus",38.1,27.9497873035038,499.390122317852,1.39021322351727,346.620404032831,20.1046766285176,-1.43141981605022,-26.2096693992269,25.872,67.634,0.071,0.416,55.9678416821274,1.8783,0.1448,11.9716850828729,0.0770909865303732,1.54,0.99,133.690265120528,102,3.09,1.69,16161.4926316457,36.83,-31.39,11.9190938511327,0.6157,5.01867792756212,3.723574567,1.01619465506601,14,0.769230769,21.2475633528271,16.9822,0.220807669206581,0.388459681313375,0.373920928972689,0.0168117205073548,239,284,0.351215500740301,0.635933793627223,0.313018509691123,1.30016780405865,0.0445566542918474,0.117780905759848,0.0415441857283098,0.204707130453488,7.09450032243137,4.47070197669001,6.51194157451088,5.44791406379847,0.394775847779934,0.219469101080544,0.579494613648577,0.201036283323074,3.04218198016371,0.695261186098069,1.44347071429385,4.53479699169757,7.52783467462127,23.6493901112287,46.6979581601727,1.71416305859695,44.9837951015758,16.6149296699646,3.79178497462013,30.6487212818746,0.958477127079132,0.0415228710158763
"RAM","H_heterophyllus",32.4,34.3427632963316,510.517625157665,1.36706337209804,337.340301872455,25.1215591005306,-1.34823277101519,-25.6567557699468,25.836,68.562,0.069,0.413,67.2704753057749,2.25,0.1738,11.945914844649,0.0772444444444444,2.11,0.65,152.788874423461,176,3.8,-1.75,13434.6743462543,38.65,-30.97,10.1710526315789,0.6119,6.21016505965027,4.932112847,0.544669046416912,15,2,21.1999999999986,102.1733,0.137498739886056,0.579897096403855,0.186056435487549,0.0965477282225395,248,293,0.41735,0.48885,0.24405,1.15025,0.06175,0.0902,0.0426,0.19455,5.7587044534413,4.41962305986696,4.72887323943662,4.91236186070419,0.684589800443459,0.31739912618864,0.463634027242354,0.218966846569005,3.65,0.7,1.35,4.24115008234622,8.65,27.1747764535517,58.7654540808056,1.43138815279185,57.3340659280137,21,4.95148711841452,40.0548696844993,0.975642353570116,0.0243576464298841
"RAM","H_heterophyllus",28.6,53.809327484646,894.254751602676,1.6726832708279,321.933577727787,32.1694659252573,-1.42663414621225,-27.4917729645407,25.427,69.544,0.066,0.167,60.1722578361584,1.82,0.153,10.8954248366013,0.0840659340659341,1.32,0.51,188.864025329,146,2.92,-1.43,30625.1627261191,40.1,-31.05,13.7328767123288,0.7798,3.74454988458579,5.477347723,1.59273656550282,35,1.443298969,15.6250000000024,39.1555,0.083852843151026,0.460982492880949,0.416288899388336,0.0388757645796887,269,351,0.362780484737345,0.675816282453401,0.305279923933096,1.34387669112384,0.0477015293522869,0.129538804904939,0.0442820036153115,0.222575335545269,6.80941242778856,4.3112576550443,5.96258731862927,5.15094275386686,0.400468371852063,0.223388103212172,0.58010417766168,0.196507717149682,3.03776607668618,0.762551499617017,1.50980791166965,4.74320144363313,7.58534006504201,23.8300486233163,47.0832834012458,1.90155014788592,45.1817332533598,16.5735352364492,3.6494067377263,28.0330514779166,0.956530964084728,0.0434690339696082
"SUP","H_heterophyllus",46.5,27.5409451802281,401.479109496519,0.922225732123885,329.549379849752,29.8635618383813,-1.22497658574619,-17.8571398178642,34.782,65.462,0.102,0.659,68.5987004772584,4.2338,0.2386,16.7443419949707,0.0563559922528225,2.69,1.1,186.741957628674,172,3.25,-2.48,12353.2033691237,36.16,-30.66,11.1261538461538,0.4298,7.56165658445789,6.06031942038677,0.909075720943523,66,1.446654611,22.3853211009174,9.4501,0.198378853133829,0.50052380398091,0.244907461296706,0.0561898815885546,226,264,0.350060359761738,0.707339709366909,0.350012037527162,1.40741210665581,0.0452225369353924,0.131202263389723,0.0469895393314317,0.224254251818258,6.99896596999297,4.51556946660772,6.56276383261432,5.41590303642445,0.367762996564431,0.208217488105114,0.586167808719236,0.205614701381684,3.04569311440394,0.711354897273831,1.51370289689376,4.75543790059903,7.60508912570164,23.8920921271999,47.2694129769085,1.9165904151795,45.3528225617289,16.8171871474683,3.69986929047161,29.625123172833,0.955142097228914,0.0448579010097408
"SUP","H_heterophyllus",44,21.206628736783,426.040601761663,1.18452367577024,350.679013072359,17.9030855782543,-1.53900062433727,-30.9184812089888,44.881,54.641,0.189,0.845,49.7760745081438,3.1673,0.2234,13.1777081468218,0.0705332617686989,3.07,1.01,152.788874423461,172,3.47,-0.3,12277.8271401056,39.41,-30.88,11.35734870317,0.5338,6.50056200824279,6.09300771575053,1.02975961245189,62,1.102941176,19.7979797979803,29.0251,0.317328794732835,0.393373321711209,0.265287630361308,0.0240102531946488,239,264,0.41605,0.718,0.25635,1.3904,0.0547,0.1619,0.03955,0.25615,6.60603290676417,3.43483631871526,5.48166877370417,4.42806949053289,0.337862878319951,0.2135467499512,0.63205153230529,0.15440171774351,3.2,0.65,1.45,4.5553093477052,7.85,24.6615023306799,48.3981983239593,1.65129963854314,46.7468986854161,20.5,4.50024321846049,28.3091557669441,0.96588096880198,0.0341190311980202
"SUP","H_heterophyllus",49.1,32.9102223054383,460.320101706658,1.29190286751089,333.788076282032,25.4742234366631,-1.70600500129965,-23.8621419333455,32.646,57.571,0.124,0.81,71.4942106230472,3.3284,0.2334,13.2604970008569,0.0701237831991347,2.2,0.99,220.695040833888,131.5,3.45,-0.3,13342.6116436712,38.17,-31.58,11.063768115942,0.5479,6.29676948348239,6.26481756811867,1.04333459792677,87,1.079136691,19.7604790419164,20.1939,0.127890105427877,0.477555103273761,0.328054511510902,0.0665002797874606,226,267,0.374590168363756,0.692375382696759,0.321671253261547,1.38863680432206,0.0484224542469547,0.130685561444871,0.0441014496316805,0.224092514503326,6.99174007534953,4.43072771757922,6.55107768158469,5.36924736224563,0.387369236044213,0.219238569721717,0.586389261163268,0.194372166971706,3.10830341718613,0.735714428603491,1.51495629712466,4.75937557355643,7.73156313149693,24.2894219346764,49.010446848583,1.89289247467261,47.1175543739104,16.9363892562156,3.67258354488378,28.4863278838633,0.957091980906639,0.0429080169857155
"SUP","H_heterophyllus",41.5,37.7705136561723,518.374881090768,1.1264189135158,320.653655595226,33.5314980980587,-2.07621899590557,-28.4947084627498,27.531,58.519,0.101,0.768,72.8633177145763,2.7098,0.2006,12.5084745762712,0.0740276035131744,2.18,1.11,233.427447035843,97,3.24,-1.41,15999.2247250237,38.03,-30.3,11.7376543209877,0.6912,4.6875,6.79767778,0.987055765189579,80,1.393728223,19.8782961460453,18.2196,0.179059913499748,0.445031724077367,0.283782300379811,0.0921260620430745,233,275,0.347706488484047,0.649773770137179,0.290243739857056,1.28772399847828,0.043969980728549,0.120235986794865,0.0390189986849222,0.204644653839814,7.28662130738974,4.46960407247976,6.53678896052763,5.4546252934159,0.373191828902535,0.21344335906228,0.593450515199954,0.193106123856542,2.96602097736774,0.673707697006816,1.47238326055832,4.62562843463861,7.40442521529379,23.261687860422,45.0031361440368,1.78202178667815,43.2211143573587,17.1498990214232,3.82181274710079,27.4586416984242,0.956304128643352,0.0436958695455683
"SUP","H_heterophyllus",38.5,18.6968104139841,214.922743677731,0.632026813858508,334.923503708234,29.5823056933938,-1.47614082860744,-26.2386290304988,22.542,47.194,0.127,0.297,86.9931683080472,2.4027,0.1961,11.2524222335543,0.0816165147542348,2.03,1.17,218.572973133562,133,2.9,-0.79,7411.12909233554,39.12,-29.54,13.4896551724138,0.2888,10.0415512465374,6.4224922613499,1.62372345689078,71,1.208981002,17.4698795180725,44.2575,0.142448172626109,0.448737502118285,0.315878664633113,0.0929356606224934,236,272,0.352844286169477,0.634981803458178,0.279607178402057,1.26743326802971,0.045201872131882,0.120957803423259,0.0388706351790291,0.205733115954379,7.02794660838094,4.29142720906412,6.1811623688609,5.23763204046826,0.386947436875699,0.220440073155049,0.588854256474387,0.190705668388355,2.9709020680917,0.718075266010184,1.47731037479383,4.64110742052429,7.41911451097723,23.3078356438275,45.2242271709166,1.78436256003249,43.4398646108841,16.7697593358034,3.71751875949045,26.649312541806,0.956315597744879,0.0436844003096397
"ELL","H_longifolius",26.2,20.3366506560917,548.71156305544,1.00705922547264,347.635154663271,20.1940959793573,-0.62598073920102,-16.8898446287026,21.774,47.892,0.119,0.71,37.0625516671259,0.8035,0.0807,8.95662949194548,0.100435594275047,1.06,0.45,87.0047757133596,88,3.79,-0.24,14477.8776531778,39.9,-31.57,10.5277044854881,0.4712,8.04329371816638,7.704528385,0,0,5.172413793,8.39999999999837,89.7197,0.214445656862428,0.413639367942603,0.278309000141552,0.0936059750534163,236,267,0.16565,0.39135,0.1158,0.6728,0.0104,0.0823,0.024,0.1167,14.9278846153846,3.75516403402187,3.825,4.76520994001714,0.12636695018226,0.0891173950299914,0.705227077977721,0.205655526992288,2.7,0.5,1.05,3.29867228626928,6.45,20.2632726156542,32.6745270927423,0.865901475145687,31.8086256175967,14.5,4.39570795206187,36.734693877551,0.973499188750676,0.026500811249324
