"Pop","Species","SPAD","L_Aarea","L_Amass","L_Con","L_Ci","L_iWUE","L_NightRespArea","L_NightRespmass","LA","L_Peri","L_Circ","LS","LMA","L_FreshMass","L_DryMass","LWC","LDMC","L_MidribT","L_LaminaT","L_Tough","L_life","LN","LD15C","LPNUE","LC","LD13C","LCN","LP","Leaf_N_P","L_VeinD","L_T_activity","LTD","L_LipidC","L_AshC","WPTB","WPBMF","WPSMF","WPLMF","WPRMF","WPFB","WPFF","FPFM","FDFM","FRFM","FTFM","FPDM","FDDM","FRDM","FTDM","FPWC","FDWC","FRWC","FTWC","P_D","P_T","D_T","R_T","FRL","FRW","FDD","FDC","FTD","FTC","FTA","FDA","FPA","FRN","FPD","FAIR","FPAF","FDAF"
"RAM","H_radula",31.5,23.786956191185,483.153178118608,1.01855170645288,340.565057508095,23.3537051094082,-0.655447127604589,-13.3132360544821,101.335,44.563,0.641,0.967,49.2327428825184,4.8409,0.4989,8.70314692323111,0.10305934846826,2.38,0.48,148.544739022809,153,2.62,0.32,18440.9609968934,33.74,-28.69,12.8778625954198,0.141,18.5815602836879,4.919138466,0,15,3.619047619,28.3757338551859,152.1952,0.0716842581106369,0.423137523391014,0.47818065221505,0.0269975662832993,239,279,0,0.80715,0.320675,1.127825,0,0.1401,0.044275,0.184375,5.74630580670303,4.76124197002141,6.24280067758329,5.11701694915254,0,0,0.759864406779661,0.240135593220339,0,0,2.15,6.75442420521806,2.15,6.75442420521806,3.6305030103047,3.6305030103047,0,0,0,0,0,1
"RAM","H_radula",35.5,19.9399335852014,384.390990043323,0.723558028661876,334.670372926705,27.5581678252919,-0.713795129641313,-13.7601469633057,103.25,44.139,0.666,0.98,51.8740920096852,5.6107,0.5356,9.47554144884242,0.0954604594792094,2.78,0.53,144.300603622157,276,2.49,-0.31,15437.3891583664,34.91,-28.66,14.0200803212851,0.188,13.2446808510638,1.188101792,0,28,4.578754579,26.5873015873014,170.0997,0.0569665907700014,0.412709722592103,0.493636967025809,0.0366867196120863,236,279,0,1.32325,0.67385,1.9971,0,0.216,0.08865,0.30465,5.8300344213793,5.12615740740741,6.60124083474337,5.55539143279173,0,0,0.709010339734121,0.290989660265879,0,0,2.45,7.69690200129499,2.45,7.69690200129499,4.71435247579318,4.71435247579318,0,0,0,0,0,1
"RAM","H_radula",30.1,17.6625958048393,466.552842779107,1.05593597111372,355.107298181161,16.7269572095457,-0.831290509791959,-22.5676531220625,86.746,40.275,0.672,0.978,37.8576533788302,3.2105,0.3284,8.77618757612668,0.102289363027566,1.77,0.49,137.93440052118,284.5,2.34,0.65,19938.1556743208,36.22,-29.96,15.4786324786325,0.1318,17.7541729893778,4.282621608,0.565125692545634,19,2.994011976,27.6892430278875,163.7314,0.0514867642981126,0.491983211528149,0.413176702819374,0.0433533213543645,241,279,0,1.0029,0.45005,1.45295,0,0.1871,0.07285,0.25995,5.80275910709888,4.36023516835917,5.17776252573782,4.58934410463551,0,0,0.719753798807463,0.280246201192537,0,0,2.15,6.75442420521806,2.15,6.75442420521806,3.6305030103047,3.6305030103047,0,0,0,0,0,1
"RAM","H_radula",33.3,16.6303835995196,377.960001806557,0.736054616915691,344.233373389884,22.5939532438589,-1.06785135274469,-25.7405059155519,63.204,38.185,0.545,0.92,44.0003797228024,2.9155,0.2781,9.48363897878461,0.095386726119019,2,0.94,146.422671322483,187.278849740233,2.49,0.41,15179.1165384159,35.76,-29.43,14.3614457831325,0.1462,17.03146374829,3.224772238,0.701191330897865,10,3.326403326,27.2200772200772,125.6802,0.0811583686213103,0.360678133866751,0.533258222058845,0.0249052754530944,239,279,0.373075785493797,0.723262297553793,0.326247092815814,1.4225851758634,0.0563492009999284,0.152803883786676,0.0602428087882786,0.271298418597117,5.86125282642607,3.80751808745165,4.54806021576025,4.36724171254291,0.394687192338149,0.216505134849174,0.561021929147975,0.222472934348069,3.15095258178519,0.793298907306302,1.52125511802053,4.77916390300916,7.82316028159091,24.5771828685015,49.4780229066101,1.93167192166545,47.5463509849446,15.4774953891181,3.34249701414112,27.5682050309357,0.96070244579271,0.0392975525987321
"RAM","H_radula",30.5,23.8477176021725,654.462921907369,1.17280690391951,347.124408154455,20.3338823488109,-0.857815998249241,-23.1941742865001,77.363,34.902,0.798,0.991,36.4386076031178,3.5183,0.2819,11.4806669031571,0.0801239234857744,1.8,0.65,114.591655817596,161.81473554606,3.91,-0.58,16738.1821459685,37.83,-28.14,9.67519181585678,0.3812,10.2570828961175,5.137095481,0.935419387518469,37,3.399433428,19.1287878787886,144.8298,0.0977699340881504,0.424853862948095,0.422357829673175,0.0550183732905797,252,296,0,0.6741,0.3151,0.9892,0,0.12165,0.05575,0.1774,5.67081823238906,4.54130702836005,4.65201793721973,4.576099210823,0,0,0.685738444193912,0.314261555806088,0,0,1.75,5.49778714378214,1.75,5.49778714378214,2.40528187540469,2.40528187540469,0,0,0,0,0,1
"RLR","H_radula",34.7,27.2262164757605,739.894138011754,1.6357207205197,351.967308569967,16.644783020851,-1.78575500461519,-48.5293158899348,33.236,24.899,0.674,0.95,36.7974485497653,1.4782,0.1223,11.0866721177433,0.0827357597077527,1.97,0.33,133.690265120528,114.5,4.07,-0.51,18179.217150166,38.75,-27.97,9.52088452088452,0.3361,12.1094912228503,7.490094835,0,23,2.941176471,17.9700499168062,171.0698,0.0923599606710243,0.45168931044521,0.426947363006211,0.0290033658775541,243,279,0,1.5452,0.516,2.0612,0,0.2802,0.0799,0.3601,5.66521850129741,4.5146324054247,5.45807259073842,4.7239655651208,0,0,0.778117189669536,0.221882810330464,0,0,2.35,7.38274273593601,2.35,7.38274273593601,4.33736135736241,4.33736135736241,0,0,0,0,0,1
"RLR","H_radula",32.4,16.7867508619317,436.710972966819,0.729324458640758,343.90339471185,23.0168488977007,-0.623524875515695,-16.2211351854268,71.802,37.143,0.654,0.962,38.4390406952453,3.1899,0.276,10.5576086956522,0.086523088498072,2.21,0.81,169.765416026067,161.933834343805,2.45,1.18,17824.937672115,37.43,-30.02,15.2775510204082,0.115,21.304347826087,6.64202232,0,14,3.413654618,27.5280898876396,197.4878,0.112412007222725,0.394352967626355,0.473295059239102,0.0199399659118183,239,279,0,0.77025,0.2371,1.00735,0,0.1191,0.03785,0.15695,6.22383083737986,5.46725440806045,5.26420079260238,5.41828607836891,0,0,0.758840395030264,0.241159604969736,0,0,2.3,7.22566310325652,2.3,7.22566310325652,4.1547562843725,4.1547562843725,0,0,0,0,0,1
"RLR","H_radula",36.8,21.138730341218,476.126352169699,1.29634868996405,356.034407508258,16.3063614788735,-1.39989081138094,-27.0453788617284,56.107,34.752,0.584,0.923,44.3973122783253,3.096,0.2491,11.4287434765155,0.0804586563307493,1.85,0.63,169.765416026067,313,3.04,-0.03,15662.0510582138,34.64,-29.68,11.3947368421053,0.1906,15.9496327387198,6.14212122894143,0.326804224861303,18,1.769911504,27.0992366412207,113.0368,0.0899706998074963,0.375032732702978,0.498952553504699,0.0360440139848262,239,279,0.373283445747464,0.736417259689563,0.32813675055008,1.43783745598711,0.051339754182267,0.144391912241221,0.0475979302387089,0.245161644617031,6.66508640902395,4.25413308441641,6.09440095447617,5.12459578344777,0.385217232505231,0.216831527503522,0.586716678967307,0.196451791687974,3.01722279810801,0.725098307533666,1.54145175683953,4.84261351515016,7.57589735305554,23.8003834687097,47.5066635536044,2.0243395595288,45.4823239940756,16.9163838158701,3.65346229282049,27.2192117412508,0.947537958691025,0.0524620395255139
"RLR","H_radula",28.8,24.6166595363843,881.414264695961,1.17604077296395,345.331454041757,20.9318078950132,-0.842761032309721,-22.8425468701214,44.757,27.497,0.744,0.977,27.9285921755256,1.9212,0.125,14.3696,0.0650635019779305,1.96,0.78,131.568197420202,103,4.22,0.49,20886.5939501413,36.28,-29.75,8.59715639810427,0.3332,12.6650660264106,6.305742923,0,12,3.512396694,27.2380952380947,49.6801,0.320450240639612,0.187801554344697,0.491544904297697,0.000203300717993724,248,288,0,1.13435,0.5603,1.69465,0,0.20705,0.0953,0.30235,5.96777568466804,4.47862835063994,4.87932843651627,4.60492806350256,0,0,0.684802381346122,0.315197618653878,0,0,2.55,8.01106126665397,2.55,8.01106126665397,5.10705155749191,5.10705155749191,0,0,0,0,0,1
"COL","H_silphioides",39,35.4539890222979,640.835232219182,0.810203214361519,304.211765929784,43.7593783804442,-1.87619686332837,-33.912490124701,109.716,58.654,0.401,0.846,55.3246563855773,4.5562,0.607,6.50609555189456,0.133225055967692,2.07,0.82,159.155077524438,214.5,3.97,-1.09,16141.9453959492,41.23,-27.54,10.3853904282116,0.2548,15.5808477237049,5.400699783,2.53028217053791,7,4.022988506,18.1818181818187,168.1,0.367221891731112,0.401903628792386,0.193813206424747,0.0370612730517549,223,260,0.376024631637536,0.70115125002936,0.310111439430893,1.38728732109779,0.0566358609599887,0.146104613202346,0.0580234755932132,0.262199440006823,5.76669351569826,3.82950045992932,4.43772311967224,4.33119192989376,0.399903228708524,0.219310639036239,0.559660004125125,0.221029355710369,3.16517102398806,0.802183733981434,1.51244895259785,4.75149851841097,7.84279100057396,24.6388545910433,49.714130795711,1.90063650408856,47.8134942916225,15.0238091202821,3.2304917831543,27.703780584007,0.961449000158363,0.0385509987453888
"COL","H_silphioides",29.6,30.796692713792,628.464313775434,0.891479291622401,318.910189238098,34.5456063906377,-1.27375021408884,-25.9932636812056,85.464,51.767,0.401,0.846,49.0030890199382,3.5114,0.4188,7.38443170964661,0.119268667767842,1.58,0.73,165.521280625416,133,4.41,-0.55,14250.8914688307,43,-26.65,9.75056689342404,0.305,14.4590163934426,6.5533177049037,0.461919747898077,9,3.159851301,19.9226305609286,210.9239,0.333959309495036,0.401234758128406,0.240090383308862,0.0247155490676969,236,302,0.20945,0.60375,0.3444,1.1576,0.03415,0.13895,0.0703,0.2434,5.13323572474378,3.34508816120907,3.89900426742532,3.75595727198028,0.245771860381432,0.140304026294166,0.570870994248151,0.288824979457683,2.8,0.55,1.6,5.02654824574367,7.2,22.6194671058465,40.7150407905237,2.01061929829747,38.7044214922262,13.5,2.68573966467573,19.25,0.950617283950617,0.0493827160493827
"COL","H_silphioides",34.4,34.5113232645145,687.958115404359,0.774685253740823,300.194480019919,44.5488320551672,-2.266932135756,-45.1896424808449,93.412,51.762,0.438,0.857,50.1648610456901,3.9968,0.4686,7.52923602219377,0.117243795036029,1.86,0.67,150.666806723135,233,4.23,-1.56,16263.7852341456,41.98,-27.32,9.92434988179669,0.2417,17.501034340091,6.3753636797066,1.66988692212684,6,4.945054945,18.8755020080312,146.8285,0.45665521339522,0.281893501602209,0.246750460571347,0.0147008244312242,233,275,0.36275,0.84985,0.28975,1.50235,0.05865,0.1636,0.04185,0.2641,5.18499573742541,4.19468215158924,5.92353643966547,4.68856493752367,0.358496332518337,0.222074971601666,0.619462324876941,0.158462703521393,2.75,0.95,1.6,5.02654824574367,7.1,22.3053078404875,39.5919214168654,2.01061929829747,37.5813021185679,13,2.5862678252433,18.69140625,0.949216425312438,0.050783574687562
"COL","H_silphioides",33.8,30.0989177545056,703.676213563669,0.91489850088962,322.001357726375,32.8986414615811,-1.10394648671506,-26.0770613283416,104.924,54.891,0.438,0.857,42.7738172391445,4.0338,0.4488,7.9879679144385,0.111259854231742,1.63,0.5,131.568197420202,214,4.54,-2.49,15499.4760696843,40.76,-27.51,8.97797356828194,0.2315,19.6112311015119,7.289140059,0,5,4.140786749,21.9560878243513,158.2036,0.551251678217183,0.26845153966155,0.161184701233095,0.019112080888172,236,288,0.3065,0.58825,0.3395,1.23425,0.02485,0.1235,0.07035,0.2187,11.3340040241449,3.76315789473684,3.82587064676617,4.64357567443987,0.201214574898785,0.113625971650663,0.564700502972108,0.321673525377229,3.45,0.6,1.45,4.5553093477052,8.35,26.2322986574748,54.7599234474786,1.65129963854314,53.1086238089354,14,3.07333683211936,32.1617122473246,0.969844741654416,0.0301552583455843
"PAR","H_silphioides",35.8,34.5193484896721,960.67388536792,1.27852596329179,330.966013159879,26.999333201491,-1.66055651798155,-46.2133079504569,92.173,47.418,0.515,0.875,35.9324314061601,2.7669,0.3312,7.35416666666667,0.119700748129676,1.53,0.51,127.324062019551,189.5,5.41,-0.62,17757.3731121612,42.96,-27.7,7.94085027726433,0.3896,13.8860369609856,3.09502995,0.535058360256815,9,4.553734062,15.180265654649,163.1034,0.500296131165874,0.270503251311745,0.193619507625224,0.0355811098971573,217,250,0.32865,0.63915,0.20975,1.17755,0.0425,0.11935,0.04165,0.2035,6.73294117647059,4.35525764558023,4.03601440576231,4.78648648648649,0.35609551738584,0.208845208845209,0.586486486486486,0.204668304668305,3.45,0.6,1.6,5.02654824574367,8.5,26.7035375555132,56.7450173054656,2.01061929829747,54.7343980071682,15.5,3.08362702240547,27.22265625,0.964567474048443,0.0354325259515571
"PAR","H_silphioides",25.5,24.7980061733826,677.167366845125,0.832518188589821,329.535624066435,29.7867440174337,-0.408925314723247,-11.1666589915073,75.614,44.378,0.482,0.869,36.6202026079826,2.5611,0.2769,8.24918743228602,0.108117605716294,1.33,0.58,148.544739022809,209,4.95,-0.79,13680.148825154,42.91,-28.85,8.66868686868687,0.5218,9.48639325412035,9.898636471,0.444860514559496,13,4.525862069,15.0390624999995,196.8741,0.465678319291364,0.289677514716258,0.223848642355698,0.0207955236366795,217,248,0.4698,0.6586,0.314,1.4424,0.06645,0.1485,0.0649,0.27985,6.06997742663657,3.43501683501684,3.8382126348228,4.15418974450599,0.447474747474747,0.237448633196355,0.530641415043773,0.231909951759871,3.85,0.6,1.6,5.02654824574367,9.3,29.2168116783851,67.9290871522453,2.01061929829747,65.9184678539478,17,3.38204254070278,32.78515625,0.97040120245115,0.0295987975488496
"PAR","H_silphioides",33.1,24.8016291740601,596.045420279851,0.645503928626965,315.535427871201,38.4221196404103,-1.18845293644634,-27.8561190838672,61.355,41.107,0.456,0.893,41.6103007089887,2.3458,0.2553,8.18840579710145,0.108832807570978,1.3,0.55,146.422671322483,202,5.09,-1.15,11710.1261351641,43.3,-26.25,8.50687622789784,0.4087,12.4541228284805,8.494256946,0.634392071203951,10,5.327868852,15.3696498054462,304.4757,0.52546065252498,0.29513028461713,0.159355902622114,0.0200531602357758,220,250,0.36575,0.7577,0.3623,1.48575,0.0563,0.1536,0.0688,0.2787,5.49644760213144,3.93294270833333,4.26598837209302,4.33100107642627,0.366536458333333,0.202009329027628,0.551130247578041,0.246860423394331,3.1,0.6,1.45,4.5553093477052,7.65,24.0331837999619,45.9634640174272,1.65129963854314,44.312164378884,17.5,3.8416710401492,26.8347205707491,0.964073646887949,0.0359263531120509
"PAR","H_silphioides",33.5,33.0098675887908,718.672506607201,0.986923366737169,319.974798880347,33.4472449445832,-1.06935177723311,-25.0845513622049,154.316,67.148,0.43,0.858,45.9317245133363,6.1054,0.7088,7.61371331828443,0.116093949618371,2.05,0.62,146.422671322483,215.5,4.44,0.7,16186.3177163784,42.16,-28.09,9.49549549549549,0.4347,10.2139406487233,10.23754455,0.263708981721996,12,2.998236332,17.6125244618385,205.1263,0.350613256320618,0.386834842728602,0.212161970454301,0.0503899304964795,217,255,0.393604939229623,0.740815139058536,0.342743625921961,1.47716370421012,0.0575487574890966,0.155182419354042,0.0622307361100045,0.276922855417118,6.04856756987195,3.857976440287,4.73328453625122,4.42749610011595,0.391364104229303,0.214452753852684,0.560669106180654,0.224878139003466,3.24969786312661,0.79832198189582,1.5465540701832,4.85864290526693,8.04594979643641,25.2770967716369,52.311438922448,1.99420998121562,50.3172289412324,15.3326617007464,3.24298808410077,27.8870432368287,0.962152281412465,0.0378477176663681
"PAR","H_silphioides",35.5,25.7892899242234,573.32465010377,0.740406718666568,318.811757428782,34.8312478453309,-1.16084448628523,-26.6159822759853,158.619,69.33,0.415,0.801,44.9820008952269,5.9203,0.7135,7.29754730203224,0.12051754134081,2.13,0.64,154.910942123787,193,4.42,0.16,12971.1459299495,41.71,-27.11,9.43665158371041,0.1258,35.1351351351351,4.968771191,0.362646221617039,12,4.104477612,17.4950298210734,171.6382,0.274181388525398,0.431722075854909,0.248429545404228,0.0456669902154649,223,255,0.43265,0.7038,0.3466,1.48305,0.0699,0.1517,0.084,0.3056,5.189556509299,3.63941990771259,3.12619047619048,3.85291230366492,0.460777851021754,0.228730366492147,0.496400523560209,0.274869109947644,3.65,0.8,1.55,4.86946861306418,8.85,27.8030949842697,61.5143476526966,1.88691908756237,59.6274285651343,18,3.69650190406983,31.6004162330905,0.969325545022184,0.0306744549778161
"WEP","H_silphioides",31.9,30.7663218938393,603.375474958152,0.851056463576749,317.494912573791,36.1507411206739,-0.523983689237742,-10.2761359793046,158.834,68.506,0.425,0.894,50.9903421181863,6.1381,0.8099,6.57883689344364,0.131946367768528,2.09,0.62,165.521280625416,205,3.79,0.39,15920.1972284473,44.73,-27.36,11.802110817942,0.3412,11.1078546307151,4.421197282,0.319675909142927,16,6.262626263,14.2857142857136,211.471,0.505364801793154,0.277437568271772,0.187779884712325,0.0294177452227492,213,250,0.61385,0.75725,0.33705,1.70815,0.0859,0.12945,0.05775,0.2731,6.14610011641444,4.84974893781383,4.83636363636364,5.25466861955328,0.663576670529162,0.314536799707067,0.474002196997437,0.211461003295496,3.45,0.85,1.5,4.71238898038469,8.4,26.3893782901543,55.4176944093239,1.76714586764426,53.6505485416797,20,4.24413181578388,30.36,0.968112244897959,0.0318877551020408
"WEP","H_silphioides",32.5,29.3444810027514,690.559025284615,0.764269955214594,314.591147576934,38.3954397298164,-1.81864527998658,-42.7978914252478,102.109,56.127,0.407,0.884,42.493805639072,3.8639,0.4339,7.9050472459092,0.112295866870261,1.9,0.54,135.812332820854,216,4.93,-0.38,14007.2824601342,42.81,-27.81,8.68356997971603,0.5607,8.79258070269306,6.48335450440253,0,22,4.718693285,14.3689320388343,176.3187,0.319478308313299,0.413739438868367,0.216085985207468,0.050696267610866,214,250,0.357704247947216,0.673980845568528,0.296424660936463,1.32810975445221,0.0536778708762072,0.140599302898878,0.0562989174759834,0.252222592461942,5.85834149741221,3.81751687585973,4.36567065001961,4.32935825107614,0.392145008324847,0.215867342205268,0.561072540743209,0.223060116064222,3.18750306087087,0.772412076204131,1.48311543632413,4.65934455918152,7.85812155806587,24.6870169578353,49.8070341330887,1.80640100566219,48.0006331274264,15.0178777842364,3.27916921172558,28.7348316053893,0.963291357486931,0.0367086415560542
"WEP","H_silphioides",36.8,35.4334830282976,779.092277414897,0.929288217985,311.581822539326,38.1297022199732,-1.30794575589088,-28.7584044977565,115.72,57.662,0.437,0.882,45.480470100242,4.4275,0.5263,7.41250237507125,0.118870694522868,1.64,0.64,137.93440052118,187.5,4.39,-0.35,17746.9767064897,42.92,-28.28,9.77676537585421,0.283,15.5123674911661,6.365533777,0,10,3.313840156,18.236472945892,129.9992,0.376079237410692,0.381310038831008,0.210462833617438,0.0321478901408624,213,248,0.2343,0.3021,0.1325,0.6689,0.0226,0.0763,0.0233,0.1222,9.36725663716814,2.95937090432503,4.68669527896996,4.47381342062193,0.296199213630406,0.18494271685761,0.624386252045827,0.190671031096563,2.15,1.1,1.1,3.45575191894877,5.4,16.9646003293849,22.9022104446696,0.950331777710913,21.9518786669587,11.5,3.32778517373963,23.099173553719,0.958504801097394,0.0414951989026063
"WEP","H_silphioides",29.9,24.583210522143,631.679597461066,0.624392190663115,312.611112605134,39.3714253473209,-1.32869604789013,-32.6784970449051,40.599,35.541,0.404,0.855,38.9172147097219,1.3448,0.158,7.51139240506329,0.117489589530042,0.88,0.54,125.201994319225,140.5,5.42,0.12,11654.6051192079,43.32,-27.25,7.99261992619926,0.2986,18.151373074347,3.107402062,0.677946269283854,8,2.68907563,15.9003831417611,62.5487,0.458362843672211,0.249097103536924,0.266512333589667,0.0260277192011984,229,255,0.252948746743056,0.519515323128278,0.229349739534702,1.00181380940604,0.0375856757000931,0.111163007223734,0.0458727099282101,0.198919862348685,5.89542960112623,3.93282768414558,4.51466593369969,4.29427353519292,0.347718648923419,0.192416015852696,0.573811603574882,0.23377237798763,2.75118608000706,0.719505076564013,1.34271769221526,4.2182720377085,6.84508985222937,21.5044839929258,38.6464608273116,1.49841922049415,37.1480416068174,13.4681076078193,3.31974353493126,27.4405507790183,0.957981362502437,0.0420186350548029
"WEP","H_silphioides",36,30.9675573589377,611.233133660572,0.805849488174103,314.444448599614,38.4284631477575,-1.18974388088973,-27.5329741691872,78.004,50.079,0.391,0.88,50.6640685093072,3.0451,0.3952,6.70521255060729,0.129782273160159,1.33,0.58,150.666806723135,257.5,4.31,-0.93,14181.7432403845,43.25,-27.1,10.0348027842227,0.3477,12.3957434570032,5.236415282,0.661777193014733,22,3,16.8986083499001,136.1902,0.380423848412,0.354063655094126,0.225566891009779,0.039945605484095,217,255,0.356454471574016,0.663803795744307,0.295990057263606,1.31624832458193,0.0531850131793904,0.138575751183778,0.05589176552864,0.249836343587807,5.90016984992036,3.80108470529966,4.3948185806847,4.34366789189965,0.394509511213855,0.216664872560682,0.560388389296253,0.222946736942431,3.15507805176172,0.781167573903077,1.46269918349831,4.59520500929008,7.77285528702175,24.4191450671241,48.9803900031873,1.74981608631214,47.2305739168752,15.0794025595054,3.32417443525219,28.5187370204865,0.963510016559385,0.0364899822826786
"WEP","H_silphioides",29.5,29.6327067471081,696.101990372941,0.853984763050266,319.003801653299,34.6993389451891,-1.23883357021955,-29.6507016274155,18.276,21.816,0.483,0.871,42.5694900415846,0.5643,0.0778,6.25321336760926,0.137869927343612,0.65,0.58,120.957858918573,195,4.1,-2.01,16978.0973261693,43.09,-28.02,10.509756097561,0.3433,11.9429070783571,3.103897476,4.39056522841619,16,3.125,13.6363636363652,146.8926,0.403900536854818,0.378643988873504,0.16134236850597,0.0561131057657091,229,257,0.260903497551791,0.510036780970642,0.213038478245113,0.983978756767547,0.0408011051658036,0.109488842150331,0.0409172870725348,0.19247372425091,5.51799955465204,3.76805451030273,4.36649078113867,4.19635237674902,0.382472698914667,0.212724064206413,0.575618326422942,0.211657606892455,2.73127548210844,0.762780187939122,1.33700659263234,4.20033008921488,6.79955755684921,21.3614400682585,37.8731876934653,1.46386645861028,36.409321234855,13.7315591333468,3.35282556621975,26.9130497207577,0.957694753467847,0.042305244140141
"WEP","H_silphioides",35.4,27.4021588042419,611.85995696238,0.855855680869128,313.296649538343,32.0172657806218,-1.09903709057561,-26.8444601169541,68.773,40.863,0.518,0.873,44.7850173760051,2.2556,0.308,6.32337662337662,0.136549033516581,1.02,0.52,157.033009824112,226.5,4.52,-1.25,13536.7247115571,42.16,-28.97,9.32743362831858,0.2246,20.1246660730187,8.019047939,0.889385131450708,9,2.594810379,18.1644359464629,241.9678,0.424188673038313,0.363436787870122,0.185396569295584,0.0269779697959811,226,262,0.6088,0.90835,0.44345,1.9606,0.0989,0.20255,0.09,0.39145,5.15571284125379,3.48457171068872,3.92722222222222,4.008557925661,0.488274500123426,0.252650402350236,0.517435176906374,0.22991442074339,4,0.6,1.6,5.02654824574367,9.6,30.159289474462,72.3822947387088,2.01061929829747,70.3716754404114,20.5,4.07834541672982,35,0.972222222222222,0.0277777777777778
"GWR","H_niveu_ssp_tephrodes",47,47.6285321627405,767.855295945158,1.43286777008446,312.852850686592,33.2400052238827,-1.55032606237561,-24.9939694418753,50.848,40.846,0.383,0.834,62.028005034613,2.0221,0.3154,5.41122384273938,0.155976460115721,1.1,0.58,161.277145224764,25.5,3.88,1.54,19790.0849470402,39.09,-31.17,10.0747422680412,0.3398,11.4184814596822,8.60031553908331,0,400,3.258655804,21.3861386138624,51.5368,0.184528337032955,0.607309728194222,0.208161934772823,0,216.559889261481,242.936386406497,0.379882822353263,0.852678545070157,0.385201242768101,1.61776261019152,0.0604928861292267,0.171569751012489,0.0581812421317601,0.290243879273476,5.23561375872367,3.89461360844762,6.05945394443057,4.50722955018253,0.385138765552365,0.221471422672816,0.587530491302651,0.1909980846325,3.23177604613763,1.17301887212968,1.59487991122533,5.01046301246343,8.05843200350059,25.3163107816503,52.6094841119142,2.189825903232,50.4196582086822,12.7888061609265,2.62548192976833,27.2896233788464,0.959469126615509,0.0405308719924585
"GWR","H_niveu_ssp_tephrodes",48.7,49.7792450730952,898.003739819113,1.80615067831764,325.074423450691,27.5609591551147,-1.76340953624696,-31.811417711482,18.166,25.776,0.344,0.841,55.4332269074094,0.8271,0.1007,7.21350546176763,0.121750695200097,0.97,0.71,150.666806723135,46,4.61,-0.01,19479.4737487877,39.48,-29.94,8.56399132321041,0.3165,14.565560821485,9.10626859574096,0,450,3.53200883,21.3930348258736,92.1736,0.103283369641633,0.677874141836708,0.194090281816051,0.0247522067056077,208,229,0.447,0.7285,0.327966667,1.503466667,0.070266667,0.144166667,0.051933333,0.266366667,5.36148004572353,4.05317917906779,5.31514767211263,4.64434988781836,0.487398845115841,0.263796772289079,0.541233888698243,0.194969339012678,3.933333333,1.333333333,1.333333333,4.18879020373919,9.199999999,28.9026524098845,66.4761005355087,1.39626340089733,65.0798371346114,10.33333333,2.46690161774533,46.610000013455,0.978996009247692,0.0210039907523081
"GWR","H_niveu_ssp_tephrodes",47.3,45.5510628233271,966.134058424795,1.97676717200836,332.849252411288,23.0432108891448,-1.38284791685892,-29.3300833677803,21.825,24.515,0.456,0.923,47.1477663230241,0.8604,0.1029,7.36151603498542,0.119595536959554,1.08,0.65,142.178535921832,31,6.25,0.95,15458.1449347967,40.58,-29.64,6.4928,0.4792,13.042570951586,8.79028448071375,0,350,6.049822064,17.3553719008267,67.6415,0.109104617727283,0.635325946349504,0.243298862384779,0.0122705735384342,220,239,0.31145,0.83325,0.3608,1.5055,0.06615,0.14885,0.0542,0.2692,3.70823885109599,4.59791736647632,5.65682656826568,4.59249628528975,0.444407121263016,0.24572808320951,0.552934621099554,0.201337295690936,3.3,1.6,1.65,5.18362787842316,8.25,25.9181393921158,53.4561624962388,2.13824649984955,51.3179159963893,10.5,2.02560836662412,24,0.96,0.04
"GWR","H_niveu_ssp_tephrodes",51.5,39.4650021255717,670.961495365228,1.69345142618659,333.823863668889,23.3044783660794,-2.14322735013309,-36.4379310858107,23.768,28.795,0.36,0.829,58.8185796028273,1.0158,0.1398,6.26609442060086,0.137625516834022,1.27,0.61,152.788874423461,32.5,5.39,0.51,12448.2652201341,40.75,-29.9,7.56029684601113,0.3837,14.0474328902789,8.69289089381728,0,350,4.676258993,19.9596774193549,57.9696,0.0527862879854268,0.734995583892247,0.201522867157959,0.0106952609643675,211,241,0.32800247545119,0.722858938484983,0.330341166194695,1.38120258013087,0.05365014399835,0.14612931344546,0.0502444725237579,0.250023929967569,5.16442218544375,3.92637638297997,6.13551410893148,4.52396508820118,0.394608228678189,0.225521374839935,0.582996531577426,0.19148209212996,3.11874260753496,1.16189172042041,1.5189049031344,4.77178048518855,7.75639011820433,24.3674182137272,48.3575254992946,1.89154066229093,46.4659848370036,12.3775587857374,2.63357351900711,27.0681862393427,0.959461731809956,0.0405382667373648
